# 1917 152290 1777 0
1 475
1 604
1 135
1 6018
1 994
1 760
1 232
1 93
1 47947
1 369
1 1438
1 2982
1 161142
1 144
1 150
1 2502
1 184
1 5002
1 1090126
1 1362837
1 633
1 3432768
1 139158
1 40788
1 4785
1 24841
1 6572
1 1484
1 342
1 115
1 110287
1 186
1 829
1 97
1 4556
1 270
1 9959
1 378
1 558
1 5383
1 641693
1 3943
1 2274
1 144
1 186
1 1331
1 476
1 17860
1 110955
1 77
1 295
1 164
1 246
1 1668
1 939
1 1304
1 5411
1 556
1 2166
1 428
1 111
1 13431
1 679
1 195014
1 504
1 111
1 3620
1 17660
1 848
1 721
1 268480
1 158
1 50085
1 733477
1 17207
1 1614482
1 1396388
1 2621
1 3323
1 951
1 248093
1 2499
1 1502994
1 111
1 114
1 16280
1 1193
1 58580
1 7202
1 87649
1 354
1 1053
1 665972
1 11326
1 563
1 2243
1 15049
1 983049
1 728
1 43865
