# 1780 3256284 1637 1
1 8565
1 7403
1 771
1 74
1 46715
1 4390
1 3147
1 135
1 7359453
1 128
1 38595
1 103
1 6361
1 101
1 62
1 611
1 17381
1 298
1 4408
1 3795
1 9393
1 16854
1 7108
1 519
1 991
1 3985
1 252
1 12014
1 133
1 258
1 3559
1 392
1 228
1 28616
1 2034
1 387
0.955551 434
1 489
1 532
1 1537
1 156
1 378
1 3587
1 643
1 9948
1 9462
1 13394
1 26340
1 1693
1 662
1 42888
1 1044
1 1409
1 1856930
1 8238
1 527
1 4164
1 4242
1 496
1 20105
1 154
1 543
1 35861
1 101
1 39648925
1 216
1 150
1 2143
1 6421
1 301
1 28472
1 241
1 4932
1 1867
1 18956
1 979
1 20868
1 7265
1 10754
1 4673
1 186
1 330
1 222
1 11022
1 4684
1 45827
1 6482
1 179
1 2200613
1 40049
1 2499
1 9192
1 12403
1 172
1 747
1 9705568
1 173
1 1065
1 85
1 792
1 277
1 1053
1 10910
1 3366
1 21710
1 383
1 1871
1 1099
1 393
1 24899
1 94855
1 785
1 18062
1 203
1 213
1 2070
1 2139
1 1232
1 1117
1 19621
1 287
1 15831
1 111489
1 104
1 1429
1 255
1 439
1 9225
1 159
1 54804
1 4564
1 173
1 720
1 308
1 322
1 2421
1 82353
1 1140
1 600
1 604
1 52736907
1 134
1 627
1 424
1 8823
1 9138775
1 25479
1 7838
1 45053
1 7231
1 3675
1 1157
1 353
1 131
1 212697
1 169
1 1480
1 4562
1 23152
1 406
1 180
1 74814
1 3608
1 7342
1 123
1 2121
1 30380504
1 4026
1 126013651
1 977
1 288
1 227
1 141
1 201
1 1283
1 2390
1 804
1 74
1 934
1 10529
1 113
1 335
1 296
1 2021
1 238
1 2025
1 8153
1 3357
1 467
1 26112
1 624
1 561
1 144
1 3555
1 144
1 6769
1 118504192
1 2821
1 16106
1 522
