# 11781523 103935596 11750242 41
1 337998
0.987946 5343236
0.976471 417328
0.988373 123921
1 17162018
0.976746 488606
1 312872
1 1254539
0.976196 132869
1 218494
0.988373 236710
1 3997413
1 8105541
1 4596599
0.988098 7657479
1 26714
1 1970647
1 6603709
1 867371
1 10304822
0.988098 296720
1 4445104
0.988098 3021
0.988373 570459
1 1042
1 352015
1 346765
1 914191
1 124618
0.988373 180515
0.987946 379715
1 501076
1 1205536
0.976746 56276
1 13258224
0.988373 158373
0.988235 337076
1 476671
0.98851 4250353
1 30934821
1 2782070
0.988235 386313
1 106222
1 360950
1 168393
1 14209925
0.976746 2446815
0.988098 553401
0.988373 3377884
1 517859
1 587949
1 2117816
1 1321588
1 6872330
1 184805
1 120951639
0.988373 3041273
1 317263
0.988098 33899
0.976196 364789
1 35848
0.988373 473078
1 67643760
0.988235 131029
1 176498
1 3742252
0.988235 42408
1 206389
1 55230803
1 6184141
1 22384
1 1564121
0.988235 182120
0.988098 844725
0.98851 871735
0.988098 1098853
1 74630
1 428896
1 2096137
1 34015705
0.988098 1257157
0.988235 586476
1 94045
1 2080431
0.988235 490861
1 353654
0.988373 161041
0.97728 656462
1 24908146
1 202731
0.988098 103331
1 54141
1 8600209
0.988098 1837127
0.988098 267003
1 225234
0.988098 8413752
0.976471 40779
0.976471 1515010
1 8767473
