# 1414 32306777 1696 6
1 277
1 55591281
1 324
1 250
1 39
1 29713
1 282
1 151800
1 332
1 104
1 833
1 485
1 2412
1 18910
1 298
1 90604
1 94
1 62465
0.988235 114
1 1731193225
1 1514708023
1 9486483
1 2071607
1 8965
1 35328
1 417
0.988235 43820
1 15164
1 14514
1 199
1 528207
1 11238
1 5833
1 13559
1 122
1 22506
1 71049
1 191
1 277
1 2184
0.988235 353
1 544
1 90
1 2680
1 507
1 3526977
1 270
1 482
0.988235 561
1 6756816
1 117
1 396
1 383
1 138
1 199
1 957
1 984
1 5858
1 60413
1 111
1 222
1 100074
1 276
1 2880
1 1271
1 33114
1 20954
1 56
1 114
1 6454
1 3980063
1 1403
0.988235 1495
1 22607497
1 14310
0.988235 655106
1 1282952651
1 141274
1 210
1 79
1 8530743
1 61
1 79
1 3341
1 92
1 2222
1 17850
1 429
1 7563
1 317
1 3713
1 184
1 33610866
1 273
1 35706424
1 8583
1 7827
1 1843952221
1 1425
1 316840279
