# 670 39280 539 0
1 416
1 197
1 1460
1 230
1 9385
1 525
1 347
1 1448
1 630
1 325
1 21146
1 1545
1 3569
1 137
1 389
1 3453
1 649
1 3066
1 282
1 391
1 1395
1 27554
1 319
1 988
1 2833
1 1550
1 184
1 525
1 271
1 663
1 1447
1 878
1 5335
1 10246
1 376
1 2057
1 376
1 391
1 313
1 1590
1 4253
1 238
1 233
1 8088
1 1683104
1 116
1 10827
1 32385
1 864
1 148
1 2753
1 341
1 1806
1 127
1 213
1 125
1 159
1 216
1 4806
1 12705
1 260
1 1518
1 8117
1 143
1 684
1 2701
1 165
1 1591
1 2336
1 245
1 238
1 405
1 592
1 3120
1 80
1 3405
1 19664
1 405
1 303
1 283
1 4860
1 844
1 1689
1 311
1 177
1 576
1 1373
1 1000
1 66176
1 1489
1 88
1 3115
1 665
1 170
1 264
1 6268
1 156
1 125
1 698
1 2872
1 224
1 1679
1 1506
1 762
1 2894
1 337
1 349
1 325
1 40272
1 3191
1 5460
1 521
1 1499
1 3098
1 251
1 2197
1 324
1 230
1 555
1 134
1 456
1 175
1 460
1 4320
1 595
1 417
1 1516
1 2940
1 1121
1 13956
1 4121
1 9939
1 114234
1 326
1 146
1 341
1 9902
1 1095
1 281
1 498
1 3728
1 104
1 4289
1 2997
1 1709
1 659
1 98
1 1606
1 5521
1 4187
1 7629
1 4757
1 1923
1 211
1 41643
1 1603
1 78
1 756
1 551
1 24868
1 67
1 5332
1 792
1 297
1 211
1 410
1 75
1 248
1 5435003
1 4261
1 109
1 1080
1 316
1 1338
1 629
1 787
1 169
1 102
1 229
1 663
1 843
1 1854
1 676
1 101
1 373
1 1639
1 162
1 19645
1 2438
1 123
1 167
1 287
1 583
1 508
1 3077
1 10870
1 135
1 50
1 1887
1 5458
