# 8161 11388774 7479 1
1 82308
1 81691
1 372
1 579833
1 1270
1 1054
1 1080
1 2123
1 1244
1 1379
1 2263
1 1939
1 285
1 22643
1 3826
1 24496
1 630
1 1994
1 28360
1 41600068
1 559223
1 110190934
1 23614
1 6008
1 799
1 14551791
1 81229
1 2637
1 2062
1 80515
1 4469
1 2730
1 27808
1 22304
1 1092
1 19870
1 23206
1 17986
1 2961
1 58750
1 127008429
1 221480
1 13014
1 478
1 398
1 6430
1 10356
1 53222851
1 38516
1 522
1 2618
1 129874479
1 2212
1 1012704900
1 37203
1 4887
1 2372
1 5730
1 2323
1 24671
1 9356
1 9518
1 543
1 1811077
1 122701
1 4415
1 224
1 50436
1 2930
1 14099
1 62335
1 164793
1 15417
1 10016
1 1496
1 14770
1 69356376
1 1094
1 28581543
1 205
1 160876
1 4530
1 1235
1 4373
1 1836
1 7136
1 967
1 16759
1 1328
1 62432425
1 1716
1 7935
1 15301
1 3101
1 255
1 1275
1 76361
1 194276226
1 279
1 10462
1 2556
1 47770
0.967743 8459
1 734
1 7564
1 60519
1 2673
1 6321
1 2148
1 1188756043
1 328
1 23965
1 20137
1 19341
1 18177
1 11304
1 14515
1 3151
1 1395
1 19322
1 2808
1 267
1 364
1 690662
1 2700
1 1866
1 2659
1 15052
1 297019
1 6869
1 11533
1 967171052
1 35660374
1 49413
1 1435
1 351
1 234938
1 6773
1 125813
1 16959
1 15055
1 11638
1 10913
1 977
1 89221
1 6790
1 14323
1 54170
1 4431
1 6406
1 14262
1 14447075
1 2038
1 22081
1 4044
1 193
1 106596
1 9943
1 239
1 177568
1 65652
1 8388
1 926
1 18839
1 344
1 6247
1 17567
1 804
1 10135
1 420
1 3228
1 4801
1 4021
1 1371
1 26287
1 14482
1 208
1 16435
1 137629879
1 196861
1 1026
1 9593
1 102728
1 3883
1 22464
1 39884
1 1218
1 1186
1 9518
1 503
1 6861
1 544
1 35937
1 263
1 17073
1 24767
1 22837
1 443
1 2979
1 4184
