# 353088 805257435 352872 37
0.99411 528
1 878731
0.99411 25744
1 1827
1 13478
1 16374
1 5202
1 19098
1 4630
0.988235 442
0.99411 315
1 1071605505
1 53518691
1 403
1 21649
0.99411 3350
1 178901
1 1088249
0.99411 2141
1 4367
0.99411 1836
1 495
0.99411 781268
1 1794299
1 995
1 666
1 15273785
1 588
1 1597
0.988235 1939
1 3351263
1 18116871
1 1874
1 531
1 687
0.988235 355
1 193746
1 1371
0.99411 2262
0.99411 407
1 14417
1 4101
1 8456
1 433
0.99411 67666
0.99411 2915
1 512431
0.988235 1626
0.988235 302
1 150
1 1359637
0.99411 2812333
0.99411 12860
0.99411 483
1 1732
0.99411 16521182
0.99411 22252
1 14495
0.99411 4718
1 864985
1 7914
0.99411 338704
0.99411 633
1 281
1 1540
1 44697840
1 13129788
0.99411 4957
1 378
1 2225
1 9899
0.99411 1713
0.99411 22809
0.99411 88246
0.99411 575
0.99411 2150
1 1583
0.99411 11786038
0.99411 71738953
0.99411 2109
1 21153
1 492
1 619
1 336
1 8768
1 2914
1 336
0.99411 94112
1 3385
1 81604
1 24082
0.99411 2825
1 1720
1 4866
0.99411 596
1 4536
1 48105
1 3764
0.99411 3144
1 1305
